team,player,durationOn,durationOff,absPlusMinusOn,absPlusMinusOff,perPlusMinusOn,perPlusMinusOff,relAbsPlusMinus,relPerPlusMinus
Lightning,P.Maweni,577.7166666666667,27.633333333333333,23,-17,0.59717854773101,-9.227985524728588,40,9.825164072459598
Magpies,S.Nelson,576.3833333333333,28.85,-31,-20,-0.8067547639013388,-10.398613518197575,-11,9.591858754296236
Firebirds,G.Simpson,581.9,23.333333333333332,21,-11,0.5413301254511085,-7.071428571428571,32,7.61275869687968
Swifts,E.Burgess,20.966666666666665,39.05,10,-1,7.154213036565978,-0.38412291933418696,11,7.538335955900165
Swifts,P.Hadley,574.7,30.5,57,-11,1.4877327301200625,-5.409836065573771,68,6.897568795693833
Vixens,R.Samason,164.63333333333333,15.633333333333333,-12,-8,-1.0933387325369508,-7.67590618336887,-4,6.5825674508319185
Magpies,M.Lind,62.35,57.68333333333333,1,-22,0.2405773857257418,-5.720889916209188,23,5.96146730193493
Lightning,C.Koenen,568.1833333333333,37.36666666666667,19,-13,0.501598662403567,-5.218554861730598,32,5.720153524134165
Firebirds,R.Aiken,546.8333333333334,58.55,28,-18,0.7680585187442852,-4.611443210930828,46,5.379501729675113
Magpies,N.Allen,36.333333333333336,23.683333333333334,0,-8,0.0,-5.066854327938072,8,5.066854327938072
Fever,O.Lewis,19.633333333333333,220.46666666666667,8,26,6.1120543293718175,1.7689749017236167,-18,4.343079427648201
Fever,S.Francis,443.76666666666665,96.48333333333333,83,-9,2.805528430857057,-1.399205389531871,92,4.2047338203889275
Firebirds,K.Jenner,583.65,21.583333333333332,15,-5,0.38550501156515027,-3.4749034749034746,20,3.860408486468625
GIANTS,A.Parmenter,500.15,39.93333333333333,37,-7,1.109667099870039,-2.6293823038397335,44,3.739049403709773
Fever,S.Glasgow,289.6333333333333,250.68333333333334,70,4,3.6252733341005876,0.23934578817897745,66,3.3859275459216103
Swifts,M.Turner,570.6166666666667,34.55,48,-2,1.2617927972661156,-0.8683068017366135,50,2.130099599002729
Swifts,S.Wallace,516.3833333333333,88.71666666666667,50,-4,1.4524093857922087,-0.6763103513056548,54,2.1287197370978634
Magpies,J.Newton,157.0,263.2,-13,-56,-1.2420382165605097,-3.1914893617021267,43,1.949451145141617
Swifts,T.Fraser,230.2,249.96666666666667,30,1,1.954821894005213,0.06000800106680891,29,1.894813892938404
Magpies,K.Browne,524.2666666666667,20.85,-38,-4,-1.0872329603255342,-2.8776978417266186,-34,1.7904648814010844
Vixens,R.Barkmeyer,146.91666666666666,213.3,-16,-41,-1.633579126488939,-2.883263009845288,25,1.249683883356349
Vixens,E.Mannix,223.2,137.33333333333334,-28,-28,-1.8817204301075268,-3.0582524271844664,0,1.1765319970769397
Thunderbirds,S.Gooden,177.28333333333333,303.1666666666667,-12,-43,-1.0153238695120805,-2.1275426058273776,31,1.112218736315297
Vixens,A.Smith,192.23333333333332,348.4166666666667,-18,-58,-1.4045430899947982,-2.4970102846209037,40,1.0924671946261055
Magpies,M.Jovic,436.15,109.11666666666666,-25,-14,-0.8597959417631547,-1.9245455934015578,-11,1.0647496516384032
Lightning,M.McAuliffe,431.95,173.65,13,-7,0.45144113902072003,-0.6046645551396487,20,1.0561056941603688
Firebirds,J.Mi Mi,274.65,270.85,8,-9,0.43691971600218454,-0.49843086579287427,17,0.9353505817950588
Magpies,G.Sinclair,499.1666666666667,46.016666666666666,-37,-6,-1.1118530884808013,-1.9558131111915973,-31,0.843960022710796
Swifts,M.Proud,450.7,34.53333333333333,37,1,1.2314177945418239,0.4343629343629344,36,0.7970548601788895
Lightning,M.Cassidy,547.9666666666667,57.5,8,-2,0.21899142283593892,-0.5217391304347826,10,0.7407305532707216
GIANTS,M.McDonell,107.41666666666667,372.76666666666665,10,17,1.3964313421256789,0.6840740409550211,-7,0.7123573011706578
Thunderbirds,S.Van Der Merwe,418.3,181.95,-30,-21,-1.0757829309108295,-1.7312448474855728,-9,0.6554619165747433
Thunderbirds,L.Wilson,173.53333333333333,366.93333333333334,-11,-39,-0.9508259700345757,-1.5942950581395348,28,0.6434690881049591
Thunderbirds,L.Potgieter,523.2833333333333,77.15,-42,-9,-1.2039366818485844,-1.7498379779650035,-33,0.5459012961164191
Firebirds,G.Bueta,491.03333333333336,114.65,11,-1,0.33602606747674973,-0.13083296990841692,12,0.46685903738516665
Thunderbirds,M.Garrett,535.4833333333333,64.78333333333333,-44,-7,-1.2325313579632104,-1.6207872395163365,-37,0.38825588155312607
Fever,E.Cosh,243.36666666666667,236.78333333333333,35,29,2.1572387344199426,1.8371225452241853,6,0.32011618919575735
Swifts,H.Housby,503.25,102.08333333333333,39,7,1.1624441132637855,1.0285714285714287,32,0.1338726846923568
Vixens,H.Mundy,438.4166666666667,102.1,-61,-15,-2.087055692834062,-2.2037218413320274,-46,0.11666614849796542
Firebirds,R.Ellis,112.96666666666667,312.4,-7,-19,-0.9294777220419004,-0.9122919334186941,12,-0.0171857886232063
GIANTS,K.Manu'a,161.16666666666666,138.96666666666667,3,3,0.2792140641158221,0.32381866154953226,0,-0.04460459743371015
GIANTS,S.Dwyer,575.9,24.283333333333335,40,2,1.041847542976211,1.2354152367879205,38,-0.19356769381170946
Lightning,P.Proscovia,81.41666666666667,344.0833333333333,0,7,0.0,0.3051586340518285,-7,-0.3051586340518285
Vixens,K.Dehaney,317.3833333333333,223.2,-48,-28,-2.2685501234049257,-1.8817204301075268,-20,-0.3868296932973989
Fever,S.Aryang,423.0833333333333,117.18333333333334,55,19,1.949970454993106,2.432086474185749,36,-0.4821160191926428
GIANTS,A.Sligar,40.483333333333334,139.61666666666667,3,15,1.1115685467270482,1.611555449444909,-12,-0.4999869027178607
Vixens,K.Stanton,252.88333333333333,167.78333333333333,-47,-25,-2.787846833190536,-2.2350253302870766,-22,-0.5528215029034595
Thunderbirds,E.McDonald,195.83333333333334,344.45,-18,-17,-1.378723404255319,-0.7403106401509655,-1,-0.6384127641043534
GIANTS,A.Brandley,523.7,16.4,41,2,1.1743364521672712,1.829268292682927,39,-0.6549318405156557
Swifts,S.Garbin,188.05,357.3666666666667,6,28,0.47859611805370916,1.1752635015390356,-22,-0.6966673834853264
Firebirds,L.Dunkley,345.23333333333335,260.2,-2,12,-0.08689775031379743,0.6917755572636434,-14,-0.7786733075774408
GIANTS,S.Poolman,476.0833333333333,124.13333333333334,26,16,0.8191843164712062,1.933404940923738,10,-1.114220624452532
Swifts,L.Moore,328.48333333333335,216.75,7,27,0.31965092089908165,1.8685121107266438,-20,-1.5488611898275622
Firebirds,T.Hinchliffe,534.1666666666666,71.28333333333333,2,8,0.05616224648985959,1.6834229600187047,-6,-1.627260713528845
Thunderbirds,G.Horjus,545.55,54.75,-52,1,-1.4297497937860877,0.27397260273972607,-53,-1.7037223965258137
Magpies,M.Bragg,111.06666666666666,249.18333333333334,-31,-41,-4.186674669867948,-2.468062336967427,10,-1.7186123329005207
GIANTS,K.Austin,19.816666666666666,40.2,3,11,2.2708158116063917,4.104477611940299,-8,-1.833661800333907
Magpies,J.Ward,574.9333333333333,30.333333333333332,-52,1,-1.356679035250464,0.49450549450549447,-53,-1.8511845297559586
Vixens,K.Eddy,450.5,90.13333333333334,-73,-3,-2.4306326304106545,-0.4992603550295859,-70,-1.9313722753810687
Firebirds,T.Dwan,173.03333333333333,312.55,-19,9,-1.6470814871893664,0.4319308910574309,-28,-2.079012378246797
Thunderbirds,H.Petty,444.8666666666667,155.48333333333332,-55,4,-1.8544882361756332,0.3858934505306035,-59,-2.2403816867062365
Lightning,K.Shimmin,158.53333333333333,326.93333333333334,-19,15,-1.7977291841883938,0.6882137030995106,-34,-2.485942887287904
Fever,A.Teague-Neeld,262.8833333333333,277.4,13,61,0.7417739174538769,3.2984859408795963,-48,-2.5567120234257192
Fever,V.Charles,503.43333333333334,36.833333333333336,63,11,1.8771105078461234,4.479638009049774,52,-2.6025275012036504
Magpies,F.Themann,22.6,37.45,-7,-5,-4.646017699115044,-2.0026702269692924,-2,-2.6433474721457513
Lightning,B.Hunt,80.5,284.93333333333334,-15,0,-2.795031055900621,0.0,-15,-2.795031055900621
Vixens,M.Kumwenda,516.9666666666667,23.666666666666668,-77,1,-2.2341866013282603,0.6338028169014084,-78,-2.867989418229669
Magpies,K.McCollin,94.43333333333334,205.78333333333333,-32,-30,-5.082950935404166,-2.1867660160362843,-2,-2.8961849193678817
Swifts,N.Haythornthwaite,254.91666666666666,230.28333333333333,-11,44,-0.6472703497875122,2.8660345950640513,-55,-3.5133049448515634
